Time, Temperature(C), Prev. Hrs. Energy consumption (W-hr), Voltage (volts), Current (amps), Average Energy till now (W-hr), Energy Consumption Estimated for Current Hr. (W-hr)
9, 35.3161, 2945.33, 227.853, 12.4213, 2667.12, 3854.39
10, 24.315, 3854.39, 231.243, 15.166, 2727.89, 3335.59
11, 25.8724, 3335.59, 221.644, 12.5271, 2722.96, 2668.72
12, 33.9755, 2668.72, 236.534, 9.07755, 2707.95, 2527.84
13, 24.4931, 2527.84, 229.745, 5.75717, 2592.43, 1090.61
14, 21.2112, 1090.61, 233.334, 12.2176, 2556.38, 2051.64
15, 39.0599, 2051.64, 231.505, 6.53415, 2509.78, 1810.91
16, 26.401, 1810.91, 236.727, 13.2548, 2531.19, 2873.75
17, 24.0143, 2873.75, 221.906, 6.63295, 2455.95, 1176.79
18, 31.062, 1176.79, 235.456, 6.62023, 2401.31, 1417.75
19, 25.2413, 1417.75, 233.888, 9.93308, 2372.04, 1816.03
20, 39.1045, 1816.03, 236.817, 17.6773, 2564.82, 6420.28
21, 23.3117, 6420.28, 238.018, 6.7663, 2510.4, 1367.7
22, 29.6379, 1367.7, 225.499, 10.1447, 2507.37, 2440.72
23, 20.4495, 2440.72, 230.065, 10.2734, 2459.79, 1365.44
0, 22.9339, 1365.44, 230.788, 13.1639, 2606.57, 2606.57
1, 24.7229, 2606.57, 228.942, 15.4506, 2595.83, 2585.1
2, 30.617, 2585.1, 235.712, 17.3637, 3142.26, 4235.12
3, 24.4072, 4235.12, 221.462, 18.5019, 3314.86, 3832.63
4, 37.1152, 3832.63, 237.813, 12.3163, 3508.41, 4282.61
5, 32.1068, 4282.61, 231.209, 18.5507, 3687.03, 4580.16
6, 20.301, 4580.16, 238.465, 15.0205, 3541.78, 2670.26
7, 20.2802, 2670.26, 234.755, 8.86912, 3261.19, 1297.06
8, 35.8751, 1297.06, 232.944, 16.1522, 3462.24, 5070.69
9, 39.0938, 5070.69, 226.907, 18.9846, 3668.46, 5524.38
10, 29.6218, 5524.38, 236.605, 16.9588, 3713.63, 4165.33
11, 26.7069, 4165.33, 238.302, 17.0604, 3705.91, 3621.04
12, 35.5087, 3621.04, 238.883, 18.7522, 3862.52, 5741.78
13, 22.4074, 5741.78, 222.605, 16.2412, 3768.9, 2551.95
14, 23.7767, 2551.95, 231.897, 10.7545, 3656.37, 2080.84
15, 34.883, 2080.84, 223.786, 16.0546, 3730.84, 4847.86
16, 39.5629, 4847.86, 235.178, 18.5743, 3836.61, 5529.01
17, 36.6541, 5529.01, 233.103, 9.16251, 3773.18, 2694.91
18, 33.0025, 2694.91, 237.669, 11.9338, 3718.75, 2739.05
19, 28.0727, 2739.05, 223.915, 19.6752, 3704.23, 3428.23
20, 25.3237, 3428.23, 230.478, 10.8186, 3622.61, 1990.19
21, 24.1296, 1990.19, 236.05, 9.40998, 3548.83, 1999.53
22, 20.21, 1999.53, 224.179, 8.94681, 3458.49, 1471.06
23, 39.1662, 1471.06, 239.197, 16.0474, 3504.44, 4561.14
0, 23.6964, 4561.14, 238.717, 10.7137, 1818.6, 1818.6
1, 29.6942, 1818.6, 223.912, 15.5891, 2676.26, 3533.92
2, 25.5544, 3533.92, 225.77, 9.14991, 2302.87, 1556.1
3, 29.4179, 1556.1, 224.626, 6.90009, 2070.1, 1371.79
4, 28.8533, 1371.79, 235.351, 5.21468, 1876.47, 1101.95
5, 23.7496, 1101.95, 221.989, 6.16412, 1782.98, 1315.5
6, 24.7714, 1315.5, 236.087, 16.582, 1997.91, 3287.51
7, 24.2681, 3287.51, 228.686, 14.3548, 2138.8, 3125.07
8, 28.6092, 3125.07, 233.436, 15.1654, 2245.09, 3095.34
9, 26.4546, 3095.34, 229.073, 11.1808, 2232.43, 2118.5
10, 32.211, 2118.5, 228.57, 16.8807, 2410.08, 4186.63
11, 39.6746, 4186.63, 238.546, 7.23724, 2430.33, 2653.05
12, 26.7719, 2653.05, 235.011, 13.5724, 2491.32, 3223.18
13, 39.0847, 3223.18, 223.202, 19.7634, 2708.61, 5533.44
14, 35.4601, 5533.44, 238.325, 5.18623, 2631.97, 1558.97
15, 31.5204, 1558.97, 229.275, 6.67477, 2577.16, 1755
16, 29.336, 1755, 236.959, 19.5555, 2665.31, 4075.69
17, 39.2704, 4075.69, 226.997, 8.457, 2684.45, 3009.78
18, 37.0382, 3009.78, 233.466, 9.3315, 2679.37, 2587.99
19, 25.2745, 2587.99, 224.541, 6.51618, 2619.73, 1486.63
20, 24.6777, 1486.63, 238.63, 8.53551, 2576.18, 1705.17
21, 20.8086, 1705.17, 237.9, 6.68209, 2500.85, 918.944
22, 33.2932, 918.944, 222.714, 17.6088, 2601.23, 4809.49
23, 30.4885, 4809.49, 228.663, 18.3271, 2666.19, 4160.42
0, 30.6051, 4160.42, 220.036, 15.411, 4042.8, 4042.8
1, 22.5634, 4042.8, 232.569, 16.7482, 3425.17, 2807.53
2, 35.9729, 2807.53, 224.759, 15.6052, 3752.3, 4406.58
3, 24.5413, 4406.58, 232.293, 16.5554, 3719.72, 3621.95
4, 26.2806, 3621.95, 224.957, 7.93822, 3348.6, 1864.14
5, 27.8681, 1864.14, 227.386, 18.3721, 3425.06, 3807.37
6, 25.2465, 3807.37, 237.831, 19.0649, 3403.61, 3274.92
7, 28.5431, 3274.92, 233.002, 13.7837, 3312.87, 2677.7
8, 27.2232, 2677.7, 225.113, 7.56401, 3101.31, 1408.76
9, 24.0535, 1408.76, 227.444, 16.5076, 3139.07, 3478.98
10, 28.2443, 3478.98, 220.872, 8.87628, 2993.99, 1543.13
11, 27.4547, 1543.13, 234.369, 6.09351, 2848.33, 1246.05
12, 34.3646, 1246.05, 224.231, 8.91717, 2802.22, 2248.93
13, 24.2059, 2248.93, 237.733, 17.6989, 2813.38, 2958.5
14, 39.1096, 2958.5, 228.282, 13.3555, 2845.12, 3289.52
15, 27.2058, 3289.52, 235.089, 11.1973, 2805.94, 2218.23
16, 20.6599, 2218.23, 233.732, 10.8223, 2730.54, 1524.04
17, 23.5983, 1524.04, 237.3, 17.8733, 2776.65, 3560.53
18, 28.5052, 3560.53, 237.366, 5.39299, 2683.48, 1006.38
19, 20.5664, 1006.38, 226.224, 15.2765, 2673.67, 2487.46
20, 22.3948, 2487.46, 229.949, 6.42968, 2608.83, 1311.85
21, 35.2633, 1311.85, 238.458, 11.1941, 2637.6, 3241.93
22, 38.5746, 3241.93, 233.82, 15.0145, 2756.87, 5380.81
23, 36.4866, 5380.81, 236.819, 6.13015, 2730.62, 2126.87
0, 35.3465, 2126.87, 225.751, 16.1396, 4718.15, 4718.15
1, 32.1477, 4718.15, 236.238, 12.7539, 4320.56, 3922.96
2, 32.833, 3922.96, 234.584, 17.2105, 4444.73, 4693.08
3, 31.4452, 4693.08, 223.769, 14.545, 4262.99, 3717.78
4, 25.7654, 3717.78, 236.685, 9.98072, 3842.73, 2161.71
5, 28.4933, 2161.71, 231.11, 9.42967, 3494.85, 1755.43
6, 37.1944, 1755.43, 234.295, 16.0859, 3572.49, 4038.35
7, 25.3981, 4038.35, 239.223, 13.8934, 3433.48, 2460.39
8, 25.9646, 2460.39, 228.939, 8.73487, 3223.54, 1543.98
9, 26.3524, 1543.98, 236.972, 16.5613, 3201.09, 2999.11
10, 20.7243, 2999.11, 224.402, 17.7101, 3135.96, 2484.69
11, 32.94, 2484.69, 230.569, 18.6661, 3271.33, 4760.37
12, 25.8457, 4760.37, 239.78, 6.67472, 3128.01, 1408.2
13, 38.17, 1408.2, 231.081, 13.4102, 3155.59, 3514.05
14, 33.6082, 3514.05, 234.579, 17.4821, 3312.68, 5511.98
15, 30.4542, 5511.98, 235.226, 6.35052, 3212.2, 1704.91
16, 23.5216, 1704.91, 236.996, 5.6348, 3082.89, 1014.01
17, 32.8247, 1014.01, 230.465, 17.7763, 3165, 4560.92
18, 21.0954, 4560.92, 229.271, 11.8864, 3082.32, 1593.95
19, 33.8431, 1593.95, 229.604, 7.45968, 3012.98, 1695.56
20, 28.0876, 1695.56, 233.316, 6.1186, 2928.7, 1243.11
21, 24.1565, 1243.11, 220.55, 19.0372, 2932.61, 3014.71
22, 25.7465, 3014.71, 220.599, 17.7436, 2950.17, 3336.5
23, 35.7645, 3336.5, 228.099, 7.13338, 2892.89, 1575.42
0, 32.5283, 1575.42, 235.253, 17.6792, 5421.71, 5421.71
1, 38.0562, 5421.71, 227.918, 11.8506, 4342.13, 3262.55
2, 33.7192, 3262.55, 226.014, 16.6374, 4401.6, 4520.54
3, 22.9421, 4520.54, 222.381, 12.2927, 3852.96, 2207.06
4, 39.7166, 2207.06, 228.549, 7.53953, 3603.2, 2604.12
5, 39.2905, 2604.12, 222.549, 11.7412, 3529.63, 3161.82
6, 37.9482, 3161.82, 230.301, 6.2747, 3328.65, 2122.74
7, 35.3031, 2122.74, 238.333, 15.9265, 3475.1, 4500.22
8, 26.2459, 4500.22, 224.423, 19.5144, 3477.42, 3496.05
9, 39.5835, 3496.05, 222.205, 10.6118, 3494.89, 3652.05
10, 28.1184, 3652.05, 223.716, 19.6051, 3537.79, 3966.8
11, 24.9808, 3966.8, 236.963, 6.64628, 3359.9, 1403.1
12, 28.5141, 1403.1, 238.688, 6.71189, 3198.17, 1257.42
13, 20.9199, 1257.42, 227.285, 10.9251, 3087.9, 1654.46
14, 33.0549, 1654.46, 237.058, 16.8316, 3220.12, 5071.21
15, 27.4126, 5071.21, 239.589, 10.4294, 3135.97, 1873.71
16, 36.3543, 1873.71, 220.655, 5.32774, 3035.97, 1435.9
17, 26.4336, 1435.9, 230.284, 14.2583, 3015.6, 2669.32
18, 38.7884, 2669.32, 235.518, 9.23972, 3034.18, 3368.66
19, 23.4673, 3368.66, 224.96, 5.55803, 2932.58, 1002.07
20, 28.5494, 1002.07, 220.241, 10.9409, 2903.24, 2316.6
21, 21.8425, 2316.6, 238.339, 15.6455, 2894.95, 2720.84
22, 22.8512, 2720.84, 222.888, 8.36257, 2823.07, 1241.56
23, 37.7423, 1241.56, 221.553, 6.41559, 2779.42, 1775.51
0, 21.2294, 1775.51, 238.51, 16.3867, 2925.32, 2925.32
1, 35.2499, 2925.32, 228.559, 18.3599, 4243.76, 5562.2
2, 23.434, 5562.2, 232.026, 16.1869, 3727.67, 2695.49
3, 34.11, 2695.49, 237.688, 9.54315, 3576.22, 3121.85
4, 26.9491, 3121.85, 221.448, 9.25164, 3304.17, 2215.98
5, 20.013, 2215.98, 220.311, 18.9728, 3314.61, 3366.79
6, 31.5553, 3366.79, 237.791, 7.18249, 3089.08, 1735.95
7, 32.2275, 1735.95, 230.398, 11.8104, 3116.24, 3306.34
8, 29.6163, 3306.34, 233.605, 12.2695, 3135.01, 3285.16
9, 36.1842, 3285.16, 233.453, 12.5651, 3237.16, 4156.48
10, 28.0228, 4156.48, 231.198, 13.06, 3206.31, 2897.87
11, 24.5909, 2897.87, 237.266, 17.6371, 3187.5, 2980.55
12, 29.887, 2980.55, 228.244, 7.44772, 3062.75, 1565.77
13, 29.0924, 1565.77, 225.906, 8.60729, 3006.62, 2276.94
14, 21.0001, 2276.94, 231.588, 16.3425, 2969.44, 2448.87
15, 28.6595, 2448.87, 231.883, 5.66033, 2855.6, 1148.07
16, 35.0844, 1148.07, 220.278, 9.01552, 2829.66, 2414.65
17, 28.1889, 2414.65, 229.08, 14.55, 2849.7, 3190.33
18, 32.6518, 3190.33, 221.307, 10.6826, 2827.38, 2425.62
19, 36.2559, 2425.62, 236.123, 14.746, 2915.88, 4597.34
20, 33.6546, 4597.34, 236.403, 8.69471, 2885.96, 2287.49
21, 35.7659, 2287.49, 237.955, 19.0187, 3020.18, 5838.92
22, 22.6754, 5838.92, 238.882, 6.20559, 2930.93, 967.409
23, 33.426, 967.409, 221.378, 9.2863, 2886.65, 1868.18
0, 33.7148, 1868.18, 236.001, 9.92443, 2720.31, 2720.31
1, 34.3935, 2720.31, 237.659, 6.57395, 2278.75, 1837.19
2, 24.7113, 1837.19, 220.656, 14.3213, 2514.19, 2985.07
3, 31.1398, 2985.07, 222.43, 11.0749, 2493.04, 2429.59
4, 26.7159, 2429.59, 236.941, 10.4427, 2474.75, 2401.58
5, 30.3134, 2401.58, 235.671, 5.55899, 2304.83, 1455.26
6, 25.1788, 1455.26, 222.987, 6.30933, 2153.88, 1248.19
7, 28.3306, 1248.19, 222.057, 5.37758, 2020.28, 1085.09
8, 36.221, 1085.09, 233.364, 9.59961, 2040.54, 2202.57
9, 23.8595, 2202.57, 222.258, 9.49613, 2036.34, 1998.52
10, 30.8629, 1998.52, 230.231, 17.8161, 2279.14, 4707.19
11, 34.1463, 4707.19, 231.593, 19.3834, 2565.37, 5713.9
12, 29.9575, 5713.9, 223.324, 17.5718, 2698.39, 4294.6
13, 34.1126, 4294.6, 230.214, 11.3757, 2726.31, 3089.22
14, 24.5347, 3089.22, 227.379, 9.68328, 2662.4, 1767.66
15, 34.5261, 1767.66, 236.524, 10.8833, 2665.99, 2719.97
16, 38.1399, 2719.97, 233.128, 18.4977, 2882.11, 6340.04
17, 36.0452, 6340.04, 231.992, 9.91866, 2877.85, 2805.41
18, 31.6398, 2805.41, 234.055, 19.8828, 3033.23, 5829.93
19, 26.6882, 5829.93, 224.542, 19.3957, 3114.73, 4663.26
20, 29.5002, 4663.26, 236.255, 7.97723, 3065.84, 2088.03
21, 38.5997, 2088.03, 223.824, 7.52082, 3043.94, 2584.11
22, 24.5164, 2584.11, 228.435, 17.4971, 3070.84, 3662.58
23, 33.5444, 3662.58, 227.429, 17.7539, 3110.37, 4019.56
0, 26.3343, 4019.56, 239.737, 5.9551, 1185.24, 1185.24
1, 21.4878, 1185.24, 230.196, 7.49575, 1244.02, 1302.81
2, 21.3455, 1302.81, 220.906, 11.2154, 1461.17, 1895.47
3, 26.9457, 1895.47, 224.423, 10.9155, 1677.5, 2326.48
4, 36.2953, 2326.48, 233.57, 13.7028, 2142.29, 4001.45
5, 29.9098, 4001.45, 229.75, 12.917, 2344.24, 3353.98
6, 26.6643, 3353.98, 227.285, 19.3016, 2501.45, 3444.72
7, 37.8143, 3444.72, 220.377, 12.3848, 2706.38, 4140.88
8, 21.1523, 4140.88, 220.308, 18.3802, 2744.13, 3046.17
9, 26.5901, 3046.17, 224.463, 6.27567, 2619.65, 1499.3
10, 31.6101, 1499.3, 234.63, 19.2155, 2885.43, 5543.23
11, 32.7711, 5543.23, 232.692, 8.62028, 2823.4, 2141.03
12, 39.3193, 2141.03, 225.821, 16.4035, 3053.73, 5817.75
13, 33.36, 5817.75, 227.882, 16.2934, 3159.23, 4530.67
14, 39.1171, 4530.67, 234.515, 5.74456, 3069.52, 1813.6
15, 36.1499, 1813.6, 228.753, 14.1493, 3127.56, 3998.22
16, 39.6103, 3998.22, 231.42, 14.1421, 3249.97, 5208.53
17, 24.7382, 5208.53, 226.789, 12.5753, 3225.54, 2810.27
18, 25.4976, 2810.27, 222.895, 8.21116, 3151.96, 1827.38
19, 27.0154, 1827.38, 232.451, 11.4174, 3102.64, 2165.64
20, 29.1107, 2165.64, 226.07, 13.6727, 3087.88, 2792.63
21, 20.3153, 2792.63, 227.443, 5.83384, 2996.33, 1073.89
22, 25.0046, 1073.89, 234.23, 17.2212, 2993.13, 2922.61
23, 36.1772, 2922.61, 234.923, 8.5118, 2952.09, 2008.25
0, 26.6233, 2008.25, 222.022, 7.4506, 1538.34, 1538.34
1, 23.4374, 1538.34, 233.716, 5.6281, 1238.89, 939.442
2, 33.0325, 939.442, 235.862, 8.30253, 1511.82, 2057.69
3, 32.2347, 2057.69, 229.757, 18.3298, 2169.14, 4141.09
4, 25.9147, 4141.09, 239.761, 19.0645, 2473.72, 3692.02
5, 39.184, 3692.02, 232.257, 19.4239, 3079.16, 6106.4
6, 32.3108, 6106.4, 228.864, 11.2485, 3078.57, 3075.04
7, 32.1202, 3075.04, 234.656, 6.59959, 2881.59, 1502.72
8, 23.8897, 1502.72, 220.328, 18.1155, 2958.25, 3571.47
9, 24.0814, 3571.47, 220.822, 5.11508, 2748.71, 862.845
10, 28.6236, 862.845, 226.093, 6.76484, 2614.65, 1274.09
11, 22.8363, 1274.09, 236.133, 18.0439, 2658.86, 3145.17
12, 37.5504, 3145.17, 227.176, 9.79286, 2645.73, 2488.21
13, 39.9482, 2488.21, 237.845, 5.00702, 2579.62, 1720.14
14, 33.5053, 1720.14, 232.458, 19.0444, 2774.82, 5507.59
15, 23.2776, 5507.59, 238.963, 6.3195, 2663.4, 992.159
16, 24.9461, 992.159, 229.367, 17.023, 2724.47, 3701.64
17, 29.8649, 3701.64, 220.764, 13.4001, 2756.88, 3307.88
18, 26.1083, 3307.88, 239.273, 16.779, 2827.26, 4093.94
19, 28.1067, 4093.94, 236.243, 13.6679, 2822.77, 2737.47
20, 36.6186, 2737.47, 222.66, 19.1384, 2913.25, 4722.82
21, 39.4468, 4722.82, 230.731, 10.4043, 2950.49, 3732.66
22, 29.1091, 3732.66, 220.338, 10.9289, 2919.79, 2244.36
23, 26.986, 2244.36, 232.527, 7.09381, 2849.16, 1224.62
0, 28.6916, 1224.62, 236.618, 19.0375, 3977.29, 3977.29
1, 23.1782, 3977.29, 235.825, 6.03201, 2546.45, 1115.61
2, 27.6777, 1115.61, 238.269, 6.70828, 2223.22, 1576.76
3, 39.8208, 1576.76, 230.632, 10.0435, 2357.88, 2761.88
4, 35.1353, 2761.88, 225.184, 18.6062, 2924.35, 5190.19
5, 28.7443, 5190.19, 225.065, 15.0591, 2924.37, 2924.51
6, 28.0774, 2924.51, 225.098, 5.66791, 2682.95, 1234.4
7, 35.137, 1234.4, 230.804, 19.1074, 2892.75, 4361.32
8, 31.0258, 4361.32, 235.892, 14.8913, 2898.02, 2940.2
9, 36.0083, 2940.2, 238.306, 14.0668, 3004.71, 3964.93
10, 37.4525, 3964.93, 231.819, 9.54308, 3007.1, 3031.01
11, 36.5758, 3031.01, 230.071, 11.033, 3062.63, 3673.45
12, 39.2656, 3673.45, 231.521, 8.78657, 3070.6, 3166.24
13, 30.9044, 3166.24, 227.681, 6.61212, 2964.37, 1583.44
14, 30.3574, 1583.44, 237.135, 9.96735, 2954.18, 2811.45
15, 39.3433, 2811.45, 224.586, 5.48298, 2855.2, 1370.54
16, 28.3158, 1370.54, 230.41, 9.20481, 2801.68, 1945.35
17, 34.1714, 1945.35, 235.009, 5.84403, 2750.86, 1886.96
18, 34.4567, 1886.96, 233.217, 17.0612, 2851.16, 4656.59
19, 21.606, 4656.59, 238.353, 13.7188, 2846.59, 2759.77
20, 28.8665, 2759.77, 239.262, 11.4867, 2839.07, 2688.61
21, 34.601, 2688.61, 227.405, 16.1037, 2918.14, 4578.57
22, 32.9709, 4578.57, 224.672, 12.3436, 2901.71, 2540.18
23, 33.2596, 2540.18, 220.192, 8.43446, 2855.59, 1794.82
0, 31.4727, 1794.82, 229.838, 7.38486, 1902.88, 1902.88
1, 32.7758, 1902.88, 233.96, 15.0574, 2690.33, 3477.79
2, 20.9095, 3477.79, 224.011, 17.4145, 2587.73, 2382.54
3, 26.4751, 2382.54, 238.134, 6.24187, 2254.78, 1255.91
4, 29.4585, 1255.91, 220.824, 8.97085, 2261.98, 2290.77
5, 38.4203, 2290.77, 230.104, 17.1887, 2833.32, 5690.05
6, 22.0423, 5690.05, 233.048, 16.3418, 2810.18, 2671.3
7, 38.2271, 2671.3, 236.687, 19.6294, 3225.8, 6135.21
8, 23.5772, 6135.21, 228.153, 18.503, 3235.48, 3312.84
9, 31.466, 3312.84, 222.82, 10.0361, 3168.08, 2561.49
10, 24.2241, 2561.49, 235.084, 14.6943, 3119.35, 2632.11
11, 20.4699, 2632.11, 229.545, 17.8349, 3052.22, 2313.71
12, 38.4506, 2313.71, 234.625, 9.42913, 3043.98, 2945.11
13, 29.211, 2945.11, 223.892, 13.8034, 3045.2, 3061.06
14, 31.1739, 3061.06, 237.245, 8.58773, 3001.53, 2390.24
15, 27.5615, 2390.24, 236.225, 12.4783, 2972.57, 2538.16
16, 28.1402, 2538.16, 227.212, 13.2717, 2965.8, 2857.44
17, 25.1449, 2857.44, 226.102, 12.6434, 2918.48, 2114.12
18, 30.9348, 2114.12, 229.358, 14.7593, 2925.5, 3051.72
19, 39.6072, 3051.72, 220.593, 12.8058, 2995.72, 4329.91
20, 34.0373, 4329.91, 230.75, 7.38307, 2961.68, 2280.88
21, 20.2902, 2280.88, 227.653, 6.03959, 2862.19, 772.993
22, 28.4956, 772.993, 234.758, 8.90346, 2840.85, 2371.32
23, 29.102, 2371.32, 228.004, 19.1828, 2913.67, 4588.48
0, 21.6807, 4588.48, 236.285, 11.3648, 2142.36, 2142.36
1, 31.8447, 2142.36, 221.535, 13.0164, 2317.37, 2492.38
2, 31.4647, 2492.38, 230.488, 14.9529, 3002.54, 4372.87
3, 36.8493, 4372.87, 229.656, 5.27555, 2625.75, 1495.39
4, 26.4072, 1495.39, 223.26, 5.40503, 2274.38, 868.887
5, 26.2381, 868.887, 232.687, 8.99552, 2197.08, 1810.58
6, 29.7529, 1810.58, 225.952, 8.29898, 2143.22, 1820.08
7, 31.912, 1820.08, 223.495, 6.87106, 2056.97, 1453.2
8, 39.9694, 1453.2, 224.481, 16.0207, 2451.83, 5610.72
9, 38.023, 5610.72, 220.912, 18.9288, 2810.83, 6041.85
10, 28.1885, 6041.85, 238.829, 17.4347, 2981.5, 4688.21
11, 24.2257, 4688.21, 222.672, 12.7241, 2950.19, 2605.73
12, 30.8707, 2605.73, 233.258, 11.9016, 2987.77, 3438.79
13, 20.9697, 3438.79, 235.528, 7.60511, 2873.13, 1382.71
14, 23.6347, 1382.71, 224.629, 8.97508, 2776.92, 1430.05
15, 32.1845, 1430.05, 234.002, 8.19196, 2748.11, 2316.03
16, 37.8116, 2316.03, 226.607, 18.2894, 2942.9, 6059.5
17, 22.6382, 6059.5, 222.392, 10.7735, 2866.56, 1568.83
18, 30.4724, 1568.83, 238.317, 14.1286, 2877.82, 3080.37
19, 21.174, 3080.37, 231.259, 6.32984, 2784.92, 1019.83
20, 32.3694, 1019.83, 235.925, 12.8443, 2816.61, 3450.54
21, 37.7335, 3450.54, 228.215, 10.4074, 2805.93, 2581.51
22, 30.4144, 2581.51, 235.811, 16.893, 2850.21, 3824.47
23, 38.5284, 3824.47, 235.727, 10.2144, 2843.82, 2696.88
0, 30.7933, 2696.88, 231.064, 16.6155, 4506.08, 4506.08
1, 25.9686, 4506.08, 229.979, 12.5007, 3387.4, 2268.73
2, 33.0842, 2268.73, 221.99, 15.9266, 3752.64, 4483.11
3, 21.4425, 4483.11, 225.051, 7.47639, 3110.85, 1185.49
4, 20.473, 1185.49, 223.524, 7.08863, 2670.89, 911.019
5, 39.4573, 911.019, 236.672, 6.37627, 2504.31, 1671.4
6, 32.8553, 1671.4, 232.479, 16.0577, 2805.28, 4611.1
7, 34.3428, 4611.1, 226.935, 16.3545, 2887.45, 3462.7
8, 28.1202, 3462.7, 224.779, 9.82859, 2794.1, 2047.29
9, 30.9365, 2047.29, 220.472, 17.1743, 2922.33, 4076.37
10, 31.0705, 4076.37, 226.026, 17.4089, 3022.54, 4024.62
11, 28.7563, 4024.62, 226.136, 10.207, 2977.6, 2483.24
12, 25.831, 2483.24, 225.888, 17.7914, 3030.65, 3667.27
13, 23.6635, 3667.27, 237.073, 9.90377, 2963.46, 2089.98
14, 20.042, 2089.98, 238.409, 15.5718, 2902.2, 2044.64
15, 33.0104, 2044.64, 225.855, 5.74254, 2796.62, 1212.81
16, 31.9677, 1212.81, 238.401, 13.9154, 2839.41, 3524.19
17, 34.9799, 3524.19, 223.762, 6.41427, 2793.24, 2008.37
18, 32.0519, 2008.37, 224.376, 9.72437, 2785.54, 2646.9
19, 28.3588, 2646.9, 222.955, 17.7483, 2813.52, 3345.03
20, 33.6521, 3345.03, 232.325, 5.44012, 2742.52, 1322.69
21, 23.5539, 1322.69, 235.116, 17.3168, 2787.6, 3734.1
22, 26.2691, 3734.1, 231.216, 14.2057, 2809.17, 3283.76
23, 30.6916, 3283.76, 234.117, 6.55651, 2755.29, 1516.06
0, 36.324, 1516.06, 232.133, 9.27763, 2412.12, 2412.12
1, 21.4613, 2412.12, 226.356, 14.6909, 2317.75, 2223.37
2, 36.9404, 2223.37, 231.416, 14.6141, 3079.73, 4603.69
3, 39.2114, 4603.69, 229.33, 9.88208, 3195.83, 3544.15
4, 38.181, 3544.15, 233.105, 7.76036, 2997.92, 2206.24
5, 20.5342, 2206.24, 222.394, 10.5285, 2763.58, 1591.89
6, 25.5417, 1591.89, 226.026, 7.1083, 2564.16, 1367.68
7, 22.8845, 1367.68, 222.069, 10.6846, 2479.54, 1887.15
8, 36.9997, 1887.15, 239.61, 8.56952, 2503.94, 2699.2
9, 22.5524, 2699.2, 223.114, 10.7754, 2426.61, 1730.6
10, 31.2231, 1730.6, 237.164, 5.02596, 2324.03, 1298.26
11, 27.9009, 1298.26, 237.968, 7.30893, 2282.48, 1825.42
12, 37.0816, 1825.42, 224.473, 8.62608, 2283.98, 2301.92
13, 26.438, 2301.92, 220.252, 8.47404, 2230.29, 1532.37
14, 36.2741, 1532.37, 233.608, 6.32599, 2197.83, 1743.43
15, 35.5131, 1743.43, 222.399, 10.6948, 2245.11, 2954.3
16, 34.5887, 2954.3, 223.65, 9.20753, 2277.17, 2790.1
17, 38.6019, 2790.1, 228.428, 9.03426, 2307, 2814.09
18, 23.4166, 2814.09, 228.405, 15.216, 2345.71, 3042.42
19, 28.3194, 3042.42, 231.503, 14.3424, 2380.71, 3045.71
20, 35.7786, 3045.71, 239.428, 6.21267, 2348.42, 1702.62
21, 32.3929, 1702.62, 221.479, 13.0951, 2363.13, 2672.16
22, 21.1936, 2672.16, 230.067, 13.1021, 2341.78, 1871.98
23, 22.4698, 1871.98, 236.808, 7.35787, 2290.72, 1116.44
0, 37.4402, 1116.44, 235.64, 18.3827, 6193.83, 6193.83
1, 29.181, 6193.83, 238.452, 19.5933, 5345.93, 4498.03
2, 22.8376, 4498.03, 239.065, 5.78007, 3897.57, 1000.84
3, 25.8527, 1000.84, 236.294, 17.99, 3978.14, 4219.87
4, 23.7161, 4219.87, 232.066, 6.64354, 3439.13, 1283.09
5, 34.9952, 1283.09, 221.49, 15.6322, 3517.2, 3907.52
6, 25.3315, 3907.52, 231.073, 12.4043, 3416.74, 2814.02
7, 38.1684, 2814.02, 233.83, 18.3374, 3784.4, 6358.02
8, 38.0327, 6358.02, 236.221, 8.94101, 3619.98, 2304.59
9, 32.8067, 2304.59, 222.232, 13.0646, 3617.83, 3598.51
10, 21.9714, 3598.51, 221.585, 16.8178, 3588.94, 3300.01
11, 26.139, 3300.01, 228.209, 18.3678, 3571.47, 3379.27
12, 29.0403, 3379.27, 228.36, 7.69339, 3414.66, 1532.94
13, 32.2023, 1532.94, 230.012, 12.4288, 3431.9, 3656.13
14, 30.4405, 3656.13, 228.199, 6.36188, 3297.81, 1420.49
15, 20.2407, 1420.49, 228.278, 19.2329, 3242.05, 2405.59
16, 31.9867, 2405.59, 239.972, 18.8729, 3333.9, 4803.5
17, 36.8705, 4803.5, 230.03, 18.4956, 3470.55, 5793.73
18, 25.4616, 5793.73, 237.331, 11.9088, 3420.44, 2518.36
19, 24.3108, 2518.36, 235.45, 18.4767, 3432.25, 3656.63
20, 31.2925, 3656.63, 223.119, 8.83354, 3350.55, 1716.47
21, 36.9376, 1716.47, 221.122, 19.6912, 3461.57, 5793.19
22, 34.1282, 5793.19, 231.47, 5.94684, 3375.25, 1476.22
23, 24.9798, 1476.22, 224.329, 17.592, 3378.23, 3446.73
0, 24.9399, 3446.73, 236.024, 10.5908, 2069.92, 2069.92
1, 30.0743, 2069.92, 236, 16.8929, 3161.41, 4252.9
2, 24.0703, 4252.9, 223.763, 12.4101, 2738.01, 1891.2
